ts,src,dst,routing,num_switch_hops,theoretical_rtt_ms,bottleneck_bw_mbps,real_rtt_ms,real_loss_pct,hop_num,hop_from,hop_to,hop_type,hop_as,hop_role,hop_bw_mbps,hop_delay_ms,hop_loss_pct,hop_jitter_ms,hop_queue_size
1785385145.26844,root1,isp_gw,l2_learn,2,13.0,40,60.709,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385145.26844,root1,isp_gw,l2_learn,2,13.0,40,60.709,0.0,1,s1,s2,backbone,200,tier2_border,80,5.0,0.01,1.0,100
1785385145.26844,root1,isp_gw,l2_learn,2,13.0,40,60.709,0.0,2,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385147.3348832,isp_gw,root1,l2_learn,2,13.0,40,59.767,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385147.3348832,isp_gw,root1,l2_learn,2,13.0,40,59.767,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385147.3348832,isp_gw,root1,l2_learn,2,13.0,40,59.767,0.0,2,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385149.3514075,root1,cdn1,l2_learn,2,7.4,50,8.476,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385149.3514075,root1,cdn1,l2_learn,2,7.4,50,8.476,0.0,1,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385149.3514075,root1,cdn1,l2_learn,2,7.4,50,8.476,0.0,2,s4,cdn1,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385151.3658743,cdn1,root1,l2_learn,2,7.4,50,7.951,0.0,0,cdn1,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385151.3658743,cdn1,root1,l2_learn,2,7.4,50,7.951,0.0,1,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385151.3658743,cdn1,root1,l2_learn,2,7.4,50,7.951,0.0,2,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385153.3800204,root1,cdn2,l2_learn,2,7.4,50,7.931,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385153.3800204,root1,cdn2,l2_learn,2,7.4,50,7.931,0.0,1,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385153.3800204,root1,cdn2,l2_learn,2,7.4,50,7.931,0.0,2,s4,cdn2,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385155.394851,cdn2,root1,l2_learn,2,7.4,50,8.179,0.0,0,cdn2,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385155.394851,cdn2,root1,l2_learn,2,7.4,50,8.179,0.0,1,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385155.394851,cdn2,root1,l2_learn,2,7.4,50,8.179,0.0,2,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385157.4117975,root1,origin,l2_learn,3,10.0,50,10.867,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385157.4117975,root1,origin,l2_learn,3,10.0,50,10.867,0.0,1,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385157.4117975,root1,origin,l2_learn,3,10.0,50,10.867,0.0,2,s4,s5,backbone,300,cdn_origin,80,1.0,0.001,0.1,150
1785385157.4117975,root1,origin,l2_learn,3,10.0,50,10.867,0.0,3,s5,origin,access,300,cdn_origin,80,0.5,0.0,0.0,0
1785385159.429804,origin,root1,l2_learn,3,10.0,50,10.839,0.0,0,origin,s5,access,300,cdn_origin,80,0.5,0.0,0.0,0
1785385159.429804,origin,root1,l2_learn,3,10.0,50,10.839,0.0,1,s5,s4,backbone,300,cdn_edge,80,1.0,0.001,0.1,150
1785385159.429804,origin,root1,l2_learn,3,10.0,50,10.839,0.0,2,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385159.429804,origin,root1,l2_learn,3,10.0,50,10.839,0.0,3,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385161.4787471,root1,corp1,l2_learn,4,43.0,20,48.905,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385161.4787471,root1,corp1,l2_learn,4,43.0,20,48.905,0.0,1,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385161.4787471,root1,corp1,l2_learn,4,43.0,20,48.905,0.0,2,s4,s6,peering,400,enterprise_core,20,15.0,0.02,2.0,35
1785385161.4787471,root1,corp1,l2_learn,4,43.0,20,48.905,0.0,3,s6,s7,backbone,400,enterprise_access,50,1.0,0.01,0.3,80
1785385161.4787471,root1,corp1,l2_learn,4,43.0,20,48.905,0.0,4,s7,corp1,access,400,enterprise_access,20,2.0,0.05,0.0,0
1785385163.5292678,corp1,root1,l2_learn,4,43.0,20,43.918,0.0,0,corp1,s7,access,400,enterprise_access,20,2.0,0.05,0.0,0
1785385163.5292678,corp1,root1,l2_learn,4,43.0,20,43.918,0.0,1,s7,s6,backbone,400,enterprise_core,50,1.0,0.01,0.3,80
1785385163.5292678,corp1,root1,l2_learn,4,43.0,20,43.918,0.0,2,s6,s4,peering,300,cdn_edge,20,15.0,0.02,2.0,35
1785385163.5292678,corp1,root1,l2_learn,4,43.0,20,43.918,0.0,3,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385163.5292678,corp1,root1,l2_learn,4,43.0,20,43.918,0.0,4,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385165.581276,root1,corp2,l2_learn,4,45.0,20,50.218,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385165.581276,root1,corp2,l2_learn,4,45.0,20,50.218,0.0,1,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385165.581276,root1,corp2,l2_learn,4,45.0,20,50.218,0.0,2,s4,s6,peering,400,enterprise_core,20,15.0,0.02,2.0,35
1785385165.581276,root1,corp2,l2_learn,4,45.0,20,50.218,0.0,3,s6,s7,backbone,400,enterprise_access,50,1.0,0.01,0.3,80
1785385165.581276,root1,corp2,l2_learn,4,45.0,20,50.218,0.0,4,s7,corp2,access,400,enterprise_access,20,3.0,0.08,0.0,0
1785385167.635927,corp2,root1,l2_learn,4,45.0,20,46.305,0.0,0,corp2,s7,access,400,enterprise_access,20,3.0,0.08,0.0,0
1785385167.635927,corp2,root1,l2_learn,4,45.0,20,46.305,0.0,1,s7,s6,backbone,400,enterprise_core,50,1.0,0.01,0.3,80
1785385167.635927,corp2,root1,l2_learn,4,45.0,20,46.305,0.0,2,s6,s4,peering,300,cdn_edge,20,15.0,0.02,2.0,35
1785385167.635927,corp2,root1,l2_learn,4,45.0,20,46.305,0.0,3,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385167.635927,corp2,root1,l2_learn,4,45.0,20,46.305,0.0,4,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385169.7533808,root1,home1,l2_learn,3,77.0,10,116.579,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385169.7533808,root1,home1,l2_learn,3,77.0,10,116.579,0.0,1,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385169.7533808,root1,home1,l2_learn,3,77.0,10,116.579,0.0,2,s8,s9,access_agg,500,residential_access,15,3.0,0.1,2.0,30
1785385169.7533808,root1,home1,l2_learn,3,77.0,10,116.579,0.0,3,s9,home1,access,500,residential_access,10,15.0,0.3,0.0,0
1785385171.873173,home1,root1,l2_learn,3,77.0,10,111.005,0.0,0,home1,s9,access,500,residential_access,10,15.0,0.3,0.0,0
1785385171.873173,home1,root1,l2_learn,3,77.0,10,111.005,0.0,1,s9,s8,access_agg,500,residential_agg,15,3.0,0.1,2.0,30
1785385171.873173,home1,root1,l2_learn,3,77.0,10,111.005,0.0,2,s8,s1,peering,100,tier1_core,20,20.0,0.03,4.0,30
1785385171.873173,home1,root1,l2_learn,3,77.0,10,111.005,0.0,3,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385173.999941,root1,home2,l2_learn,3,87.0,6,128.66,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385173.999941,root1,home2,l2_learn,3,87.0,6,128.66,0.0,1,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385173.999941,root1,home2,l2_learn,3,87.0,6,128.66,0.0,2,s8,s9,access_agg,500,residential_access,15,3.0,0.1,2.0,30
1785385173.999941,root1,home2,l2_learn,3,87.0,6,128.66,0.0,3,s9,home2,access,500,residential_access,6,20.0,0.8,0.0,0
1785385176.126297,home2,root1,l2_learn,3,87.0,6,120.613,0.0,0,home2,s9,access,500,residential_access,6,20.0,0.8,0.0,0
1785385176.126297,home2,root1,l2_learn,3,87.0,6,120.613,0.0,1,s9,s8,access_agg,500,residential_agg,15,3.0,0.1,2.0,30
1785385176.126297,home2,root1,l2_learn,3,87.0,6,120.613,0.0,2,s8,s1,peering,100,tier1_core,20,20.0,0.03,4.0,30
1785385176.126297,home2,root1,l2_learn,3,87.0,6,120.613,0.0,3,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385178.2865734,root1,mob1,l2_learn,2,121.0,8,160.818,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385178.2865734,root1,mob1,l2_learn,2,121.0,8,160.818,0.0,1,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385178.2865734,root1,mob1,l2_learn,2,121.0,8,160.818,0.0,2,s8,mob1,access,500,residential_agg,8,40.0,2.0,0.0,0
1785385180.4483426,mob1,root1,l2_learn,2,121.0,8,154.036,0.0,0,mob1,s8,access,500,residential_agg,8,40.0,2.0,0.0,0
1785385180.4483426,mob1,root1,l2_learn,2,121.0,8,154.036,0.0,1,s8,s1,peering,100,tier1_core,20,20.0,0.03,4.0,30
1785385180.4483426,mob1,root1,l2_learn,2,121.0,8,154.036,0.0,2,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385182.6413665,root1,mob2,l2_learn,2,151.0,5,192.757,0.0,0,root1,s1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385182.6413665,root1,mob2,l2_learn,2,151.0,5,192.757,0.0,1,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385182.6413665,root1,mob2,l2_learn,2,151.0,5,192.757,0.0,2,s8,mob2,access,500,residential_agg,5,55.0,3.0,0.0,0
1785385184.8346708,mob2,root1,l2_learn,2,151.0,5,184.769,0.0,0,mob2,s8,access,500,residential_agg,5,55.0,3.0,0.0,0
1785385184.8346708,mob2,root1,l2_learn,2,151.0,5,184.769,0.0,1,s8,s1,peering,100,tier1_core,20,20.0,0.03,4.0,30
1785385184.8346708,mob2,root1,l2_learn,2,151.0,5,184.769,0.0,2,s1,root1,access,100,tier1_core,50,0.5,0.0,0.0,0
1785385186.8962688,isp_gw,cdn1,l2_learn,3,18.4,40,58.998,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385186.8962688,isp_gw,cdn1,l2_learn,3,18.4,40,58.998,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385186.8962688,isp_gw,cdn1,l2_learn,3,18.4,40,58.998,0.0,2,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385186.8962688,isp_gw,cdn1,l2_learn,3,18.4,40,58.998,0.0,3,s4,cdn1,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385188.9568932,cdn1,isp_gw,l2_learn,3,18.4,40,53.895,0.0,0,cdn1,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385188.9568932,cdn1,isp_gw,l2_learn,3,18.4,40,53.895,0.0,1,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385188.9568932,cdn1,isp_gw,l2_learn,3,18.4,40,53.895,0.0,2,s1,s2,backbone,200,tier2_border,80,5.0,0.01,1.0,100
1785385188.9568932,cdn1,isp_gw,l2_learn,3,18.4,40,53.895,0.0,3,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385191.018169,isp_gw,cdn2,l2_learn,3,18.4,40,57.648,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385191.018169,isp_gw,cdn2,l2_learn,3,18.4,40,57.648,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385191.018169,isp_gw,cdn2,l2_learn,3,18.4,40,57.648,0.0,2,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385191.018169,isp_gw,cdn2,l2_learn,3,18.4,40,57.648,0.0,3,s4,cdn2,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385193.0763593,cdn2,isp_gw,l2_learn,3,18.4,40,53.15,0.0,0,cdn2,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385193.0763593,cdn2,isp_gw,l2_learn,3,18.4,40,53.15,0.0,1,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385193.0763593,cdn2,isp_gw,l2_learn,3,18.4,40,53.15,0.0,2,s1,s2,backbone,200,tier2_border,80,5.0,0.01,1.0,100
1785385193.0763593,cdn2,isp_gw,l2_learn,3,18.4,40,53.15,0.0,3,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385195.1420665,isp_gw,origin,l2_learn,4,21.0,40,62.185,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385195.1420665,isp_gw,origin,l2_learn,4,21.0,40,62.185,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385195.1420665,isp_gw,origin,l2_learn,4,21.0,40,62.185,0.0,2,s1,s4,backbone,300,cdn_edge,60,3.0,0.005,0.5,80
1785385195.1420665,isp_gw,origin,l2_learn,4,21.0,40,62.185,0.0,3,s4,s5,backbone,300,cdn_origin,80,1.0,0.001,0.1,150
1785385195.1420665,isp_gw,origin,l2_learn,4,21.0,40,62.185,0.0,4,s5,origin,access,300,cdn_origin,80,0.5,0.0,0.0,0
1785385197.2056432,origin,isp_gw,l2_learn,4,21.0,40,56.065,0.0,0,origin,s5,access,300,cdn_origin,80,0.5,0.0,0.0,0
1785385197.2056432,origin,isp_gw,l2_learn,4,21.0,40,56.065,0.0,1,s5,s4,backbone,300,cdn_edge,80,1.0,0.001,0.1,150
1785385197.2056432,origin,isp_gw,l2_learn,4,21.0,40,56.065,0.0,2,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
1785385197.2056432,origin,isp_gw,l2_learn,4,21.0,40,56.065,0.0,3,s1,s2,backbone,200,tier2_border,80,5.0,0.01,1.0,100
1785385197.2056432,origin,isp_gw,l2_learn,4,21.0,40,56.065,0.0,4,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385199.2386189,isp_gw,corp1,l2_learn,4,28.0,20,31.631,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385199.2386189,isp_gw,corp1,l2_learn,4,28.0,20,31.631,0.0,1,s2,s3,backbone,200,tier2_access,40,2.0,0.02,0.5,60
1785385199.2386189,isp_gw,corp1,l2_learn,4,28.0,20,31.631,0.0,2,s3,s6,peering,400,enterprise_core,30,8.0,0.03,2.0,50
1785385199.2386189,isp_gw,corp1,l2_learn,4,28.0,20,31.631,0.0,3,s6,s7,backbone,400,enterprise_access,50,1.0,0.01,0.3,80
1785385199.2386189,isp_gw,corp1,l2_learn,4,28.0,20,31.631,0.0,4,s7,corp1,access,400,enterprise_access,20,2.0,0.05,0.0,0
1785385201.272561,corp1,isp_gw,l2_learn,4,28.0,20,29.201,0.0,0,corp1,s7,access,400,enterprise_access,20,2.0,0.05,0.0,0
1785385201.272561,corp1,isp_gw,l2_learn,4,28.0,20,29.201,0.0,1,s7,s6,backbone,400,enterprise_core,50,1.0,0.01,0.3,80
1785385201.272561,corp1,isp_gw,l2_learn,4,28.0,20,29.201,0.0,2,s6,s3,peering,200,tier2_access,30,8.0,0.03,2.0,50
1785385201.272561,corp1,isp_gw,l2_learn,4,28.0,20,29.201,0.0,3,s3,s2,backbone,200,tier2_border,40,2.0,0.02,0.5,60
1785385201.272561,corp1,isp_gw,l2_learn,4,28.0,20,29.201,0.0,4,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385203.30958,isp_gw,corp2,l2_learn,4,30.0,20,34.274,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385203.30958,isp_gw,corp2,l2_learn,4,30.0,20,34.274,0.0,1,s2,s3,backbone,200,tier2_access,40,2.0,0.02,0.5,60
1785385203.30958,isp_gw,corp2,l2_learn,4,30.0,20,34.274,0.0,2,s3,s6,peering,400,enterprise_core,30,8.0,0.03,2.0,50
1785385203.30958,isp_gw,corp2,l2_learn,4,30.0,20,34.274,0.0,3,s6,s7,backbone,400,enterprise_access,50,1.0,0.01,0.3,80
1785385203.30958,isp_gw,corp2,l2_learn,4,30.0,20,34.274,0.0,4,s7,corp2,access,400,enterprise_access,20,3.0,0.08,0.0,0
1785385205.34803,corp2,isp_gw,l2_learn,4,30.0,20,31.688,0.0,0,corp2,s7,access,400,enterprise_access,20,3.0,0.08,0.0,0
1785385205.34803,corp2,isp_gw,l2_learn,4,30.0,20,31.688,0.0,1,s7,s6,backbone,400,enterprise_core,50,1.0,0.01,0.3,80
1785385205.34803,corp2,isp_gw,l2_learn,4,30.0,20,31.688,0.0,2,s6,s3,peering,200,tier2_access,30,8.0,0.03,2.0,50
1785385205.34803,corp2,isp_gw,l2_learn,4,30.0,20,31.688,0.0,3,s3,s2,backbone,200,tier2_border,40,2.0,0.02,0.5,60
1785385205.34803,corp2,isp_gw,l2_learn,4,30.0,20,31.688,0.0,4,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385207.420654,isp_gw,home1,l2_learn,4,88.0,10,68.001,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385207.420654,isp_gw,home1,l2_learn,4,88.0,10,68.001,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385207.420654,isp_gw,home1,l2_learn,4,88.0,10,68.001,0.0,2,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385207.420654,isp_gw,home1,l2_learn,4,88.0,10,68.001,0.0,3,s8,s9,access_agg,500,residential_access,15,3.0,0.1,2.0,30
1785385207.420654,isp_gw,home1,l2_learn,4,88.0,10,68.001,0.0,4,s9,home1,access,500,residential_access,10,15.0,0.3,0.0,0
1785385209.491518,home1,isp_gw,l2_learn,4,62.0,10,63.486,0.0,0,home1,s9,access,500,residential_access,10,15.0,0.3,0.0,0
1785385209.491518,home1,isp_gw,l2_learn,4,62.0,10,63.486,0.0,1,s9,s8,access_agg,500,residential_agg,15,3.0,0.1,2.0,30
1785385209.491518,home1,isp_gw,l2_learn,4,62.0,10,63.486,0.0,2,s8,s3,peering,200,tier2_access,25,10.0,0.05,3.0,40
1785385209.491518,home1,isp_gw,l2_learn,4,62.0,10,63.486,0.0,3,s3,s2,backbone,200,tier2_border,40,2.0,0.02,0.5,60
1785385209.491518,home1,isp_gw,l2_learn,4,62.0,10,63.486,0.0,4,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385211.5683804,isp_gw,home2,l2_learn,4,98.0,6,77.943,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385211.5683804,isp_gw,home2,l2_learn,4,98.0,6,77.943,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385211.5683804,isp_gw,home2,l2_learn,4,98.0,6,77.943,0.0,2,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385211.5683804,isp_gw,home2,l2_learn,4,98.0,6,77.943,0.0,3,s8,s9,access_agg,500,residential_access,15,3.0,0.1,2.0,30
1785385211.5683804,isp_gw,home2,l2_learn,4,98.0,6,77.943,0.0,4,s9,home2,access,500,residential_access,6,20.0,0.8,0.0,0
1785385213.6472237,home2,isp_gw,l2_learn,4,72.0,6,72.733,0.0,0,home2,s9,access,500,residential_access,6,20.0,0.8,0.0,0
1785385213.6472237,home2,isp_gw,l2_learn,4,72.0,6,72.733,0.0,1,s9,s8,access_agg,500,residential_agg,15,3.0,0.1,2.0,30
1785385213.6472237,home2,isp_gw,l2_learn,4,72.0,6,72.733,0.0,2,s8,s3,peering,200,tier2_access,25,10.0,0.05,3.0,40
1785385213.6472237,home2,isp_gw,l2_learn,4,72.0,6,72.733,0.0,3,s3,s2,backbone,200,tier2_border,40,2.0,0.02,0.5,60
1785385213.6472237,home2,isp_gw,l2_learn,4,72.0,6,72.733,0.0,4,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385215.7635436,isp_gw,mob1,l2_learn,3,132.0,8,112.535,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385215.7635436,isp_gw,mob1,l2_learn,3,132.0,8,112.535,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385215.7635436,isp_gw,mob1,l2_learn,3,132.0,8,112.535,0.0,2,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385215.7635436,isp_gw,mob1,l2_learn,3,132.0,8,112.535,0.0,3,s8,mob1,access,500,residential_agg,8,40.0,2.0,0.0,0
1785385217.877915,mob1,isp_gw,l2_learn,3,106.0,8,106.925,0.0,0,mob1,s8,access,500,residential_agg,8,40.0,2.0,0.0,0
1785385217.877915,mob1,isp_gw,l2_learn,3,106.0,8,106.925,0.0,1,s8,s3,peering,200,tier2_access,25,10.0,0.05,3.0,40
1785385217.877915,mob1,isp_gw,l2_learn,3,106.0,8,106.925,0.0,2,s3,s2,backbone,200,tier2_border,40,2.0,0.02,0.5,60
1785385217.877915,mob1,isp_gw,l2_learn,3,106.0,8,106.925,0.0,3,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385220.022616,isp_gw,mob2,l2_learn,3,162.0,5,140.902,0.0,0,isp_gw,s2,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385220.022616,isp_gw,mob2,l2_learn,3,162.0,5,140.902,0.0,1,s2,s1,backbone,100,tier1_core,80,5.0,0.01,1.0,100
1785385220.022616,isp_gw,mob2,l2_learn,3,162.0,5,140.902,0.0,2,s1,s8,peering,500,residential_agg,20,20.0,0.03,4.0,30
1785385220.022616,isp_gw,mob2,l2_learn,3,162.0,5,140.902,0.0,3,s8,mob2,access,500,residential_agg,5,55.0,3.0,0.0,0
1785385222.1645708,mob2,isp_gw,l2_learn,3,136.0,5,136.747,0.0,0,mob2,s8,access,500,residential_agg,5,55.0,3.0,0.0,0
1785385222.1645708,mob2,isp_gw,l2_learn,3,136.0,5,136.747,0.0,1,s8,s3,peering,200,tier2_access,25,10.0,0.05,3.0,40
1785385222.1645708,mob2,isp_gw,l2_learn,3,136.0,5,136.747,0.0,2,s3,s2,backbone,200,tier2_border,40,2.0,0.02,0.5,60
1785385222.1645708,mob2,isp_gw,l2_learn,3,136.0,5,136.747,0.0,3,s2,isp_gw,access,200,tier2_border,40,1.0,0.0,0.0,0
1785385224.172463,cdn1,cdn2,l2_learn,1,0.8,80,2.348,0.0,0,cdn1,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385224.172463,cdn1,cdn2,l2_learn,1,0.8,80,2.348,0.0,1,s4,cdn2,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385226.2136483,cdn2,cdn1,l2_learn,1,0.8,80,1.207,0.0,0,cdn2,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385226.2136483,cdn2,cdn1,l2_learn,1,0.8,80,1.207,0.0,1,s4,cdn1,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385228.2251215,cdn1,origin,l2_learn,2,3.4,80,6.766,0.0,0,cdn1,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385228.2251215,cdn1,origin,l2_learn,2,3.4,80,6.766,0.0,1,s4,s5,backbone,300,cdn_origin,80,1.0,0.001,0.1,150
1785385228.2251215,cdn1,origin,l2_learn,2,3.4,80,6.766,0.0,2,s5,origin,access,300,cdn_origin,80,0.5,0.0,0.0,0
1785385230.2366674,origin,cdn1,l2_learn,2,3.4,80,4.215,0.0,0,origin,s5,access,300,cdn_origin,80,0.5,0.0,0.0,0
1785385230.2366674,origin,cdn1,l2_learn,2,3.4,80,4.215,0.0,1,s5,s4,backbone,300,cdn_edge,80,1.0,0.001,0.1,150
1785385230.2366674,origin,cdn1,l2_learn,2,3.4,80,4.215,0.0,2,s4,cdn1,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385232.2801268,cdn1,corp1,l2_learn,3,36.4,20,40.77,0.0,0,cdn1,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385232.2801268,cdn1,corp1,l2_learn,3,36.4,20,40.77,0.0,1,s4,s6,peering,400,enterprise_core,20,15.0,0.02,2.0,35
1785385232.2801268,cdn1,corp1,l2_learn,3,36.4,20,40.77,0.0,2,s6,s7,backbone,400,enterprise_access,50,1.0,0.01,0.3,80
1785385232.2801268,cdn1,corp1,l2_learn,3,36.4,20,40.77,0.0,3,s7,corp1,access,400,enterprise_access,20,2.0,0.05,0.0,0
1785385234.3248448,corp1,cdn1,l2_learn,3,36.4,20,37.843,0.0,0,corp1,s7,access,400,enterprise_access,20,2.0,0.05,0.0,0
1785385234.3248448,corp1,cdn1,l2_learn,3,36.4,20,37.843,0.0,1,s7,s6,backbone,400,enterprise_core,50,1.0,0.01,0.3,80
1785385234.3248448,corp1,cdn1,l2_learn,3,36.4,20,37.843,0.0,2,s6,s4,peering,300,cdn_edge,20,15.0,0.02,2.0,35
1785385234.3248448,corp1,cdn1,l2_learn,3,36.4,20,37.843,0.0,3,s4,cdn1,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385236.3731546,cdn1,corp2,l2_learn,3,38.4,20,43.484,0.0,0,cdn1,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385236.3731546,cdn1,corp2,l2_learn,3,38.4,20,43.484,0.0,1,s4,s6,peering,400,enterprise_core,20,15.0,0.02,2.0,35
1785385236.3731546,cdn1,corp2,l2_learn,3,38.4,20,43.484,0.0,2,s6,s7,backbone,400,enterprise_access,50,1.0,0.01,0.3,80
1785385236.3731546,cdn1,corp2,l2_learn,3,38.4,20,43.484,0.0,3,s7,corp2,access,400,enterprise_access,20,3.0,0.08,0.0,0
1785385238.4201236,corp2,cdn1,l2_learn,3,38.4,20,38.984,0.0,0,corp2,s7,access,400,enterprise_access,20,3.0,0.08,0.0,0
1785385238.4201236,corp2,cdn1,l2_learn,3,38.4,20,38.984,0.0,1,s7,s6,backbone,400,enterprise_core,50,1.0,0.01,0.3,80
1785385238.4201236,corp2,cdn1,l2_learn,3,38.4,20,38.984,0.0,2,s6,s4,peering,300,cdn_edge,20,15.0,0.02,2.0,35
1785385238.4201236,corp2,cdn1,l2_learn,3,38.4,20,38.984,0.0,3,s4,cdn1,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385240.5332704,cdn1,home1,l2_learn,4,82.4,10,112.165,0.0,0,cdn1,s4,access,300,cdn_edge,80,0.2,0.0,0.0,0
1785385240.5332704,cdn1,home1,l2_learn,4,82.4,10,112.165,0.0,1,s4,s1,backbone,100,tier1_core,60,3.0,0.005,0.5,80
