routing,ts,src,dst,src_ip,dst_ip,loss_pct,rtt_min,rtt_avg,rtt_max,rtt_mdev
isis,1785385909.3730316,root1,home2,10.1.0.1,10.9.0.2,0.0,87.071,87.087,87.095,0.011
isis,1785385921.5301545,mob2,home1,10.8.0.2,10.9.0.1,0.0,146.067,147.386,149.992,1.842
isis,1785385923.684477,mob2,root1,10.8.0.2,10.1.0.1,0.0,151.039,152.852,156.453,2.545
isis,1785385925.7725053,corp1,root1,10.7.0.1,10.1.0.1,0.0,83.081,83.132,83.193,0.046
isis,1785385938.0618715,isp_gw,cdn1,10.2.0.1,10.4.0.1,0.0,18.445,23.138,32.349,6.513
isis,1785385940.2083025,home1,isp_gw,10.9.0.1,10.2.0.1,0.0,88.058,90.358,94.631,3.023
isis,1785385952.8617556,mob1,corp1,10.8.0.1,10.7.0.1,0.0,122.267,195.367,333.839,97.965
isis,1785385954.9589102,home2,corp2,10.9.0.2,10.7.0.2,0.0,90.066,95.143,104.884,6.889
isis,1785385957.0573478,origin,corp2,10.5.0.1,10.7.0.2,0.0,93.07,93.087,93.111,0.017
isis,1785385969.2305768,isp_gw,home1,10.2.0.1,10.9.0.1,0.0,88.056,88.116,88.189,0.054
isis,1785385972.1495504,home2,corp2,10.9.0.2,10.7.0.2,0.0,90.09,90.238,90.502,0.186
isis,1785385975.9837537,origin,cdn2,10.5.0.1,10.4.0.2,0.0,3.427,72.221,209.556,97.11
isis,1785385992.7384732,root1,mob2,10.1.0.1,10.8.0.2,0.0,151.05,151.067,151.088,0.015
isis,1785385994.9461424,mob2,isp_gw,10.8.0.2,10.2.0.1,0.0,162.221,169.167,182.417,9.372
isis,1785386006.9935548,root1,isp_gw,10.1.0.1,10.2.0.1,0.0,13.055,14.239,16.375,1.512
isis,1785386010.8701792,mob1,home2,10.8.0.1,10.9.0.2,33.3333,126.044,290.351,454.658,164.307
isis,1785386023.038787,corp2,isp_gw,10.7.0.2,10.2.0.1,0.0,96.154,99.926,107.269,5.192
isis,1785386025.1915188,home1,mob1,10.9.0.1,10.8.0.1,0.0,116.043,129.501,156.411,19.028
isis,1785386027.2161274,isp_gw,cdn2,10.2.0.1,10.4.0.2,0.0,18.433,21.387,27.195,4.106
isis,1785386043.111753,cdn2,mob1,10.4.0.2,10.8.0.1,33.3333,126.507,126.654,126.801,0.147
isis,1785386045.1463463,cdn1,cdn2,10.4.0.1,10.4.0.2,0.0,0.832,2.533,5.917,2.392
isis,1785386057.978424,home1,root1,10.9.0.1,10.1.0.1,0.0,77.059,77.161,77.339,0.125
isis,1785386063.237791,corp1,cdn1,10.7.0.1,10.4.0.1,0.0,88.502,209.972,452.894,171.771
isis,1785386076.2741115,mob1,corp2,10.8.0.1,10.7.0.2,33.3333,124.095,124.241,124.387,0.146
isis,1785386078.4232943,origin,isp_gw,10.5.0.1,10.2.0.1,0.0,21.046,23.105,26.801,2.618
isis,1785386080.434352,cdn1,root1,10.4.0.1,10.1.0.1,0.0,7.457,9.929,14.622,3.319
isis,1785386094.0661695,mob1,origin,10.8.0.1,10.5.0.1,0.0,129.072,129.087,129.11,0.016
isis,1785386096.2544892,mob2,isp_gw,10.8.0.2,10.2.0.1,0.0,181.152,181.461,181.849,0.289
isis,1785386098.388416,cdn2,mob1,10.4.0.2,10.8.0.1,0.0,126.462,126.88,127.706,0.583
isis,1785386111.3996406,home2,corp1,10.9.0.2,10.7.0.1,33.3333,88.119,88.245,88.371,0.126
isis,1785386114.9421396,mob2,isp_gw,10.8.0.2,10.2.0.1,0.0,157.067,157.451,158.206,0.533
isis,1785386117.2383597,isp_gw,home1,10.2.0.1,10.9.0.1,0.0,83.08,83.611,84.659,0.74
isis,1785386129.5608678,cdn1,home1,10.4.0.1,10.9.0.1,0.0,82.458,82.576,82.808,0.163
isis,1785386131.7196462,isp_gw,corp2,10.2.0.1,10.7.0.2,0.0,91.106,91.241,91.506,0.186
isis,1785386134.830552,corp2,home1,10.7.0.2,10.9.0.1,33.3333,109.323,136.742,164.162,27.419
isis,1785386147.1174293,mob2,root1,10.8.0.2,10.1.0.1,0.0,151.039,151.217,151.559,0.241
isis,1785386149.3281152,home2,corp2,10.9.0.2,10.7.0.2,0.0,90.153,121.861,180.376,41.424
isis,1785386152.418387,mob2,corp2,10.8.0.2,10.7.0.2,33.3333,154.084,172.919,191.754,18.835
isis,1785386164.5555382,root1,home1,10.1.0.1,10.9.0.1,0.0,77.066,77.196,77.447,0.177
isis,1785386167.5589206,root1,home1,10.1.0.1,10.9.0.1,33.3333,77.054,77.068,77.082,0.014
isis,1785386170.5671768,mob1,corp2,10.8.0.1,10.7.0.2,33.3333,124.45,129.435,134.42,4.985
isis,1785386182.662408,cdn1,corp1,10.4.0.1,10.7.0.1,0.0,88.511,91.858,98.449,4.66
isis,1785386185.6256263,cdn2,corp2,10.4.0.2,10.7.0.2,0.0,90.529,91.182,91.738,0.498
isis,1785386188.3313525,corp1,home2,10.7.0.1,10.9.0.2,0.0,88.118,164.706,317.729,108.203
isis,1785386200.4322138,home2,cdn2,10.9.0.2,10.4.0.2,0.0,92.484,99.424,113.24,9.769
isis,1785386202.447122,root1,cdn2,10.1.0.1,10.4.0.2,0.0,7.454,9.622,13.837,2.98
isis,1785386214.4663863,origin,cdn2,10.5.0.1,10.4.0.2,0.0,2.446,4.858,9.526,3.3
isis,1785386216.7945404,corp1,cdn1,10.7.0.1,10.4.0.1,0.0,88.489,167.244,324.753,111.375
isis,1785386228.9544315,home2,mob2,10.9.0.2,10.8.0.2,0.0,156.053,157.899,161.548,2.58
isis,1785386231.2213054,mob1,cdn1,10.8.0.1,10.4.0.1,0.0,262.702,326.826,394.197,53.731
isis,1785386233.2543628,root1,isp_gw,10.1.0.1,10.2.0.1,0.0,8.052,14.153,22.657,6.199
isis,1785386245.4208322,mob1,cdn1,10.8.0.1,10.4.0.1,0.0,123.455,123.539,123.687,0.104
isis,1785386248.4504356,home2,cdn2,10.9.0.2,10.4.0.2,33.3333,89.474,94.135,98.797,4.661
isis,1785386250.6141162,cdn1,mob2,10.4.0.1,10.8.0.2,0.0,153.465,153.47,153.478,0.005
isis,1785386263.0296266,home1,corp2,10.9.0.1,10.7.0.2,0.0,80.128,83.151,88.884,4.055
isis,1785386267.2249844,mob2,origin,10.8.0.2,10.5.0.1,0.0,155.047,155.069,155.096,0.02
isis,1785386269.448514,home2,origin,10.9.0.2,10.5.0.1,0.0,91.326,93.471,94.821,1.533
isis,1785386281.46628,root1,origin,10.1.0.1,10.5.0.1,0.0,6.03,10.108,18.083,5.639
isis,1785386283.4831762,cdn1,cdn2,10.4.0.1,10.4.0.2,0.0,0.828,1.799,3.718,1.356
isis,1785386285.5777586,home2,root1,10.9.0.2,10.1.0.1,0.0,87.05,88.792,92.255,2.448
isis,1785386297.8847842,isp_gw,corp2,10.2.0.1,10.7.0.2,0.0,91.112,1024.843,1995.25,777.793
isis,1785386299.968618,home1,corp2,10.9.0.1,10.7.0.2,0.0,80.093,86.285,98.195,8.423
isis,1785386313.722275,isp_gw,mob2,10.2.0.1,10.8.0.2,0.0,157.07,159.134,163.059,2.776
isis,1785386315.8921971,cdn2,corp2,10.4.0.2,10.7.0.2,0.0,87.471,87.692,88.077,0.273
isis,1785386320.598347,mob2,home2,10.8.0.2,10.9.0.2,33.3333,213.273,217.97,222.667,4.697
isis,1785386332.7183304,corp2,cdn1,10.7.0.2,10.4.0.1,0.0,87.485,416.619,1074.827,465.422
isis,1785386336.0238795,corp1,cdn1,10.7.0.1,10.4.0.1,0.0,85.499,85.521,85.547,0.019
isis,1785386348.3529258,corp2,home2,10.7.0.2,10.9.0.2,0.0,90.111,96.489,108.928,8.796
isis,1785386350.4476578,home2,corp1,10.9.0.2,10.7.0.1,0.0,88.121,91.501,98.143,4.696
isis,1785386352.5404222,cdn2,corp2,10.4.0.2,10.7.0.2,0.0,87.487,87.51,87.523,0.016
isis,1785386364.718365,mob2,home2,10.8.0.2,10.9.0.2,0.0,156.075,182.024,228.136,32.691
isis,1785386366.996083,corp2,cdn2,10.7.0.2,10.4.0.2,0.0,87.492,87.501,87.509,0.007
isis,1785386369.083117,root1,isp_gw,10.1.0.1,10.2.0.1,0.0,8.231,580.947,1404.395,596.918
isis,1785386381.1023562,isp_gw,origin,10.2.0.1,10.5.0.1,0.0,12.048,38.651,91.42,37.313
isis,1785386383.4035473,mob1,mob2,10.8.0.1,10.8.0.2,0.0,190.041,272.222,436.584,116.221
isis,1785386403.20233,corp2,home1,10.7.0.2,10.9.0.1,33.3333,676.2,744.262,812.325,68.062
isis,1785386406.8206794,home2,corp2,10.9.0.2,10.7.0.2,66.6667,700.419,700.419,700.419,0.0
isis,1785386418.965012,corp1,isp_gw,10.7.0.1,10.2.0.1,0.0,89.09,89.105,89.116,0.011
isis,1785386421.088508,mob1,corp1,10.8.0.1,10.7.0.1,0.0,122.087,124.468,128.875,3.119
isis,1785386423.3365762,home2,home1,10.9.0.2,10.9.0.1,0.0,70.046,89.348,115.331,19.081
isis,1785386436.543348,home1,root1,10.9.0.1,10.1.0.1,0.0,77.048,77.385,78.051,0.47
isis,1785386448.8742082,cdn2,origin,10.4.0.2,10.5.0.1,0.0,2.436,4.974,9.951,3.519
isis,1785386451.2307703,mob2,origin,10.8.0.2,10.5.0.1,0.0,155.076,158.502,165.15,4.701
isis,1785386463.5621395,origin,corp2,10.5.0.1,10.7.0.2,0.0,119.355,137.692,148.47,13.033
isis,1785386468.010253,corp1,mob1,10.7.0.1,10.8.0.1,100.0,,,,
isis,1785386470.1341932,corp2,cdn2,10.7.0.2,10.4.0.2,0.0,120.221,136.983,154.837,14.152
isis,1785386482.366196,home2,isp_gw,10.9.0.2,10.2.0.1,0.0,93.056,93.274,93.641,0.261
isis,1785386484.4964964,mob1,cdn1,10.8.0.1,10.4.0.1,0.0,123.465,126.151,131.506,3.786
isis,1785386486.6255171,corp2,mob1,10.7.0.2,10.8.0.1,0.0,123.088,412.47,991.206,409.227
isis,1785386505.907821,home2,origin,10.9.0.2,10.5.0.1,0.0,91.05,91.069,91.086,0.014
isis,1785386510.070021,isp_gw,corp2,10.2.0.1,10.7.0.2,0.0,82.1,85.939,93.46,5.318
isis,1785386517.3817332,cdn1,isp_gw,10.4.0.1,10.2.0.1,0.0,10.478,12.611,16.62,2.836
isis,1785386530.1824574,cdn1,corp1,10.4.0.1,10.7.0.1,0.0,76.534,77.467,78.823,0.981
isis,1785386532.448656,corp2,mob2,10.7.0.2,10.8.0.2,0.0,145.063,147.395,151.79,3.109
isis,1785386544.5421808,home1,isp_gw,10.9.0.1,10.2.0.1,0.0,83.051,83.063,83.071,0.008
isis,1785386546.659392,corp1,mob1,10.7.0.1,10.8.0.1,0.0,113.069,127.113,154.298,19.225
isis,1785386549.1062477,mob1,cdn1,10.8.0.1,10.4.0.1,0.0,123.447,123.484,123.545,0.043
isis,1785386561.8226416,mob1,home2,10.8.0.1,10.9.0.2,0.0,573.627,1618.253,2700.739,868.802
isis,1785386563.8312235,cdn2,cdn1,10.4.0.2,10.4.0.1,0.0,0.822,1.945,4.172,1.574
isis,1785386565.922254,root1,home2,10.1.0.1,10.9.0.2,0.0,87.07,87.144,87.253,0.078
isis,1785386578.2301116,origin,home2,10.5.0.1,10.9.0.2,0.0,91.356,111.438,132.174,16.67
isis,1785386592.5063906,home2,root1,10.9.0.2,10.1.0.1,0.0,87.047,87.056,87.071,0.01
isis,1785386594.64215,corp2,home2,10.7.0.2,10.9.0.2,0.0,81.093,195.683,420.294,158.834
isis,1785386598.21016,isp_gw,mob2,10.2.0.1,10.8.0.2,33.3333,157.442,157.832,158.222,0.39
isis,1785386610.3608007,mob2,corp1,10.8.0.2,10.7.0.1,0.0,143.078,146.948,154.331,5.222
isis,1785386612.6145797,mob1,cdn1,10.8.0.1,10.4.0.1,0.0,123.48,125.823,130.509,3.313
isis,1785386614.747208,corp2,mob1,10.7.0.2,10.8.0.1,0.0,115.047,120.508,130.582,7.131
isis,1785386626.9213722,cdn1,home1,10.4.0.1,10.9.0.1,0.0,79.483,79.578,79.74,0.114
isis,1785386629.1154127,mob2,mob1,10.8.0.2,10.8.0.1,0.0,190.045,191.57,194.614,2.152
isis,1785386631.1461356,cdn2,isp_gw,10.4.0.2,10.2.0.1,0.0,10.474,10.568,10.748,0.126
isis,1785386643.3661008,home1,mob1,10.9.0.1,10.8.0.1,0.0,116.06,207.651,385.761,125.959
isis,1785386646.4103203,home2,mob2,10.9.0.2,10.8.0.2,33.3333,156.381,161.853,167.326,5.472
isis,1785386649.6303406,mob2,home1,10.8.0.2,10.9.0.1,33.3333,146.056,151.226,156.396,5.17
isis,1785386661.7167184,home1,corp2,10.9.0.1,10.7.0.2,0.0,71.13,279.544,679.321,282.77
isis,1785386665.1674187,origin,mob2,10.5.0.1,10.8.0.2,33.3333,155.071,155.388,155.705,0.317
isis,1785386667.3223214,root1,mob2,10.1.0.1,10.8.0.2,0.0,151.056,151.197,151.467,0.19
isis,1785388706.7851036,root1,home1,10.1.0.1,10.9.0.1,0.0,77.045,77.053,77.06,0.006
isis,1785388708.9059696,corp1,mob1,10.7.0.1,10.8.0.1,0.0,113.072,118.95,130.304,8.029
isis,1785388710.9908304,cdn2,home1,10.4.0.2,10.9.0.1,0.0,79.536,79.743,79.89,0.15
isis,1785388723.0665815,corp2,home1,10.7.0.2,10.9.0.1,0.0,71.191,75.233,82.789,5.347
isis,1785388725.1944594,mob2,cdn2,10.8.0.2,10.4.0.2,0.0,153.526,155.63,159.795,2.944
eigrp,1785389508.663057,origin,mob2,10.5.0.1,10.8.0.2,0.0,159.33,163.451,171.391,5.615
eigrp,1785389510.6747465,root1,cdn1,10.1.0.1,10.4.0.1,0.0,7.542,8.82,11.361,1.796
eigrp,1785389512.7234406,root1,corp2,10.1.0.1,10.7.0.2,0.0,45.266,45.391,45.565,0.126
eigrp,1785389524.8440914,mob1,home1,10.8.0.1,10.9.0.1,0.0,116.205,117.716,120.737,2.135
eigrp,1785389526.866657,isp_gw,cdn2,10.2.0.1,10.4.0.2,0.0,18.63,20.794,24.787,2.826
eigrp,1785389538.9388616,isp_gw,home1,10.2.0.1,10.9.0.1,0.0,68.083,68.091,68.098,0.006
eigrp,1785389541.071739,mob1,home2,10.8.0.1,10.9.0.2,0.0,126.049,128.278,129.891,1.627
eigrp,1785389543.0978217,cdn2,isp_gw,10.4.0.2,10.2.0.1,0.0,18.446,18.527,18.69,0.115
eigrp,1785389555.2217686,corp2,home2,10.7.0.2,10.9.0.2,0.0,110.103,118.336,127.767,7.26
eigrp,1785389557.272956,corp2,root1,10.7.0.2,10.1.0.1,0.0,45.07,47.586,52.599,3.544
eigrp,1785389559.2868176,corp2,corp1,10.7.0.2,10.7.0.1,0.0,10.029,10.946,12.759,1.282
eigrp,1785389571.5897355,home2,corp2,10.9.0.2,10.7.0.2,0.0,110.489,126.571,136.248,11.45
eigrp,1785389573.677058,isp_gw,home2,10.2.0.1,10.9.0.2,0.0,78.071,78.082,78.096,0.01
eigrp,1785389575.7433498,cdn1,home1,10.4.0.1,10.9.0.1,0.0,62.471,62.575,62.769,0.137
eigrp,1785389587.8579352,origin,corp1,10.5.0.1,10.7.0.1,0.0,52.178,54.162,56.579,1.822
eigrp,1785389589.9140043,corp1,cdn1,10.7.0.1,10.4.0.1,0.0,51.885,53.844,55.508,1.493
eigrp,1785389592.7618325,cdn2,origin,10.4.0.2,10.5.0.1,0.0,3.439,7.046,13.92,4.862
eigrp,1785389604.8263602,corp1,isp_gw,10.7.0.1,10.2.0.1,0.0,53.093,58.806,70.029,7.935
eigrp,1785389606.884632,isp_gw,corp1,10.2.0.1,10.7.0.1,0.0,53.071,53.085,53.114,0.02
eigrp,1785389608.953329,origin,home1,10.5.0.1,10.9.0.1,0.0,65.13,65.537,66.352,0.575
eigrp,1785389621.665045,corp2,isp_gw,10.7.0.2,10.2.0.1,0.0,55.118,55.123,55.133,0.007
eigrp,1785389623.673016,cdn2,origin,10.4.0.2,10.5.0.1,0.0,3.466,3.526,3.636,0.077
eigrp,1785389625.8155243,mob2,origin,10.8.0.2,10.5.0.1,0.0,139.06,139.076,139.097,0.015
eigrp,1785389638.8905869,origin,mob2,10.5.0.1,10.8.0.2,33.3333,139.126,139.276,139.427,0.15
eigrp,1785389640.9417174,root1,corp2,10.1.0.1,10.7.0.2,0.0,44.063,44.231,44.538,0.217
eigrp,1785389642.9627018,cdn2,cdn1,10.4.0.2,10.4.0.1,0.0,0.829,3.915,10.086,4.363
eigrp,1785389656.2427127,root1,mob1,10.1.0.1,10.8.0.1,33.3333,101.067,103.715,106.363,2.648
eigrp,1785389658.385954,mob2,cdn1,10.8.0.2,10.4.0.1,0.0,136.456,141.053,150.2,6.467
eigrp,1785389660.4520755,home1,cdn1,10.9.0.1,10.4.0.1,0.0,62.519,62.708,63.084,0.265
eigrp,1785389672.605191,isp_gw,cdn1,10.2.0.1,10.4.0.1,0.0,18.501,20.537,24.139,2.553
eigrp,1785389674.6817648,root1,home2,10.1.0.1,10.9.0.2,0.0,67.055,67.077,67.089,0.015
eigrp,1785389688.44233,mob2,cdn2,10.8.0.2,10.4.0.2,0.0,136.452,138.412,142.304,2.752
eigrp,1785389690.578343,mob2,root1,10.8.0.2,10.1.0.1,0.0,131.045,131.855,133.468,1.14
eigrp,1785389692.59209,root1,origin,10.1.0.1,10.5.0.1,0.0,10.064,13.64,20.468,4.829
eigrp,1785389704.6297534,cdn1,cdn2,10.4.0.1,10.4.0.2,0.0,0.832,1.96,4.189,1.575
eigrp,1785389706.720792,corp1,origin,10.7.0.1,10.5.0.1,0.0,38.065,91.772,199.012,75.83
eigrp,1785389708.9752526,mob2,corp2,10.8.0.2,10.7.0.2,0.0,251.393,257.311,262.164,4.461
eigrp,1785389721.0623808,isp_gw,home2,10.2.0.1,10.9.0.2,0.0,78.089,78.099,78.111,0.009
eigrp,1785389723.0783415,root1,cdn1,10.1.0.1,10.4.0.1,0.0,7.438,8.273,9.904,1.152
eigrp,1785389725.2532015,mob2,corp1,10.8.0.2,10.7.0.1,0.0,171.173,175.216,183.128,5.595
eigrp,1785389737.323555,home2,root1,10.9.0.2,10.1.0.1,0.0,67.058,67.071,67.09,0.013
eigrp,1785389739.9577165,mob2,cdn2,10.8.0.2,10.4.0.2,0.0,136.486,136.632,136.922,0.204
eigrp,1785389752.5854826,root1,origin,10.1.0.1,10.5.0.1,0.0,569.153,1594.372,2624.118,838.942
eigrp,1785389755.9537444,home1,origin,10.9.0.1,10.5.0.1,0.0,65.069,65.075,65.081,0.005
eigrp,1785389758.0649602,corp1,home2,10.7.0.1,10.9.0.2,0.0,107.089,107.405,108.029,0.441
eigrp,1785389770.0907822,cdn2,isp_gw,10.4.0.2,10.2.0.1,0.0,18.445,24.796,37.334,8.865
eigrp,1785389772.2677238,cdn1,home1,10.4.0.1,10.9.0.1,0.0,84.728,395.828,1017.945,439.902
eigrp,1785389774.317703,corp2,root1,10.7.0.2,10.1.0.1,0.0,44.056,44.163,44.329,0.118
eigrp,1785389786.3601496,cdn2,corp1,10.4.0.2,10.7.0.1,0.0,35.487,35.629,35.891,0.185
eigrp,1785389788.5417776,corp1,mob2,10.7.0.1,10.8.0.2,0.0,171.233,307.447,579.527,192.389
eigrp,1785389790.8537316,isp_gw,mob1,10.2.0.1,10.8.0.1,0.0,112.064,112.169,112.349,0.127
eigrp,1785389802.8779943,isp_gw,cdn1,10.2.0.1,10.4.0.1,0.0,18.486,23.258,32.569,6.584
eigrp,1785389805.9149096,cdn1,mob1,10.4.0.1,10.8.0.1,33.3333,106.463,110.067,113.672,3.604
eigrp,1785389808.5119746,root1,origin,10.1.0.1,10.5.0.1,0.0,10.075,64.381,172.673,76.573
eigrp,1785389821.9538956,corp2,cdn1,10.7.0.2,10.4.0.1,0.0,37.469,44.049,57.209,9.305
eigrp,1785389824.0547633,cdn1,home1,10.4.0.1,10.9.0.1,0.0,59.477,630.036,1234.936,480.493
eigrp,1785389826.4138706,corp2,origin,10.7.0.2,10.5.0.1,0.0,40.109,42.466,46.909,3.143
eigrp,1785389838.469807,isp_gw,root1,10.2.0.1,10.1.0.1,0.0,13.055,290.642,841.8,389.73
eigrp,1785389840.5484183,home2,cdn1,10.9.0.2,10.4.0.1,0.0,69.48,69.498,69.524,0.018
eigrp,1785389842.7977989,corp2,origin,10.7.0.2,10.5.0.1,0.0,40.069,40.092,40.114,0.018
eigrp,1785389855.8338983,home2,cdn1,10.9.0.2,10.4.0.1,33.3333,69.45,69.46,69.471,0.01
eigrp,1785389857.8442724,origin,cdn2,10.5.0.1,10.4.0.2,0.0,3.471,4.973,7.708,1.936
eigrp,1785389859.8833551,cdn2,corp2,10.4.0.2,10.7.0.2,0.0,37.451,37.458,37.469,0.007
eigrp,1785389872.496307,isp_gw,home1,10.2.0.1,10.9.0.1,0.0,477.474,1503.305,2530.946,838.327
eigrp,1785389874.6734743,corp1,corp2,10.7.0.1,10.7.0.2,0.0,10.044,11.552,14.539,2.112
eigrp,1785389876.771351,isp_gw,home2,10.2.0.1,10.9.0.2,0.0,75.065,75.447,76.136,0.487
eigrp,1785389889.5123289,origin,corp2,10.5.0.1,10.7.0.2,0.0,40.081,214.776,564.064,246.983
eigrp,1785389892.76711,isp_gw,home1,10.2.0.1,10.9.0.1,0.0,65.089,67.695,72.894,3.675
eigrp,1785389897.437796,corp2,home1,10.7.0.2,10.9.0.1,33.3333,692.184,750.8,809.416,58.616
eigrp,1785389909.593715,corp2,mob1,10.7.0.2,10.8.0.1,0.0,140.103,146.133,157.746,8.213
eigrp,1785389911.629993,cdn1,root1,10.4.0.1,10.1.0.1,0.0,4.444,5.965,8.978,2.13
eigrp,1785389914.8079877,root1,home2,10.1.0.1,10.9.0.2,33.3333,64.061,64.076,64.091,0.015
eigrp,1785389926.8814447,home2,origin,10.9.0.2,10.5.0.1,0.0,69.099,73.881,82.628,6.193
eigrp,1785389928.9903996,cdn2,mob1,10.4.0.2,10.8.0.1,0.0,103.48,103.497,103.519,0.016
eigrp,1785389931.055734,origin,home1,10.5.0.1,10.9.0.1,0.0,59.1,59.121,59.142,0.017
eigrp,1785389943.1937108,cdn2,mob2,10.4.0.2,10.8.0.2,0.0,133.443,133.467,133.487,0.018
eigrp,1785389945.2797089,root1,cdn2,10.1.0.1,10.4.0.2,0.0,4.472,5.675,8.08,1.7
eigrp,1785389957.388317,home2,corp2,10.9.0.2,10.7.0.2,0.0,103.22,115.326,139.039,16.768
eigrp,1785389959.5782652,mob2,corp1,10.8.0.2,10.7.0.1,0.0,168.107,453.116,1014.305,396.836
eigrp,1785389961.7800438,mob1,corp1,10.8.0.1,10.7.0.1,0.0,138.107,146.369,162.648,11.511
eigrp,1785389974.821707,isp_gw,corp1,10.2.0.1,10.7.0.1,33.3333,50.08,50.115,50.151,0.035
eigrp,1785389976.9192965,cdn2,corp1,10.4.0.2,10.7.0.1,0.0,35.458,35.516,35.607,0.064
eigrp,1785389978.9392152,cdn1,isp_gw,10.4.0.1,10.2.0.1,0.0,15.449,17.132,20.268,2.219
eigrp,1785389991.0190375,cdn2,isp_gw,10.4.0.2,10.2.0.1,0.0,15.458,17.4,21.145,2.648
eigrp,1785389993.1593666,cdn2,mob2,10.4.0.2,10.8.0.2,0.0,133.489,133.772,134.319,0.386
eigrp,1785389995.3352923,mob2,corp1,10.8.0.2,10.7.0.1,0.0,168.113,171.638,178.461,4.825
eigrp,1785390007.4857705,home2,isp_gw,10.9.0.2,10.2.0.1,0.0,75.078,75.227,75.502,0.194
eigrp,1785390009.4960206,origin,cdn1,10.5.0.1,10.4.0.1,0.0,3.472,27.118,74.118,33.234
eigrp,1785390011.5801468,cdn1,corp2,10.4.0.1,10.7.0.2,0.0,37.493,37.517,37.563,0.032
eigrp,1785390024.6339867,home1,mob2,10.9.0.1,10.8.0.2,33.3333,143.134,145.236,147.339,2.102
eigrp,1785390026.6774468,corp1,cdn1,10.7.0.1,10.4.0.1,0.0,35.46,35.548,35.62,0.066
eigrp,1785390028.7841043,isp_gw,home1,10.2.0.1,10.9.0.1,0.0,65.079,65.095,65.116,0.015
eigrp,1785390040.7987227,cdn2,root1,10.4.0.2,10.1.0.1,0.0,4.437,4.528,4.705,0.124
eigrp,1785390043.829932,cdn1,home2,10.4.0.1,10.9.0.2,33.3333,66.482,67.041,67.601,0.559
eigrp,1785390045.8374355,cdn1,origin,10.4.0.1,10.5.0.1,0.0,3.464,7.668,15.991,5.885
eigrp,1785390057.9336665,origin,corp2,10.5.0.1,10.7.0.2,0.0,40.072,40.304,40.696,0.278
eigrp,1785390060.2656784,corp2,mob2,10.7.0.2,10.8.0.2,0.0,170.594,656.127,1476.534,583.366
eigrp,1785390062.42582,home1,root1,10.9.0.1,10.1.0.1,0.0,54.051,54.065,54.079,0.011
eigrp,1785390074.546888,root1,home2,10.1.0.1,10.9.0.2,0.0,64.062,83.474,93.754,13.734
eigrp,1785390076.5631268,origin,root1,10.5.0.1,10.1.0.1,0.0,7.105,18.361,36.241,12.783
eigrp,1785390088.8400767,isp_gw,corp1,10.2.0.1,10.7.0.1,0.0,50.066,50.095,50.126,0.024
eigrp,1785390091.234023,cdn2,isp_gw,10.4.0.2,10.2.0.1,0.0,15.521,20.577,30.439,6.974
eigrp,1785390103.685816,cdn1,isp_gw,10.4.0.1,10.2.0.1,0.0,15.515,298.393,863.991,399.937
eigrp,1785390106.701837,home1,mob2,10.9.0.1,10.8.0.2,33.3333,143.065,148.338,153.611,5.273
eigrp,1785390119.046948,origin,mob2,10.5.0.1,10.8.0.2,0.0,136.101,143.704,156.294,8.965
eigrp,1785390121.164807,mob1,home1,10.8.0.1,10.9.0.1,0.0,113.087,115.662,120.506,3.427
eigrp,1785390123.2394376,home1,home2,10.9.0.1,10.9.0.2,0.0,70.044,70.861,72.469,1.137
eigrp,1785390136.6258192,mob2,root1,10.8.0.2,10.1.0.1,0.0,131.062,131.13,131.254,0.087
eigrp,1785390138.6735747,root1,corp2,10.1.0.1,10.7.0.2,0.0,41.06,41.09,41.119,0.024
eigrp,1785390140.74708,home1,home2,10.9.0.1,10.9.0.2,0.0,70.038,70.1,70.218,0.083
eigrp,1785390152.808834,home1,cdn1,10.9.0.1,10.4.0.1,0.0,56.513,56.53,56.559,0.02
eigrp,1785390154.9147172,cdn2,mob1,10.4.0.2,10.8.0.1,0.0,103.448,125.666,147.224,17.877
eigrp,1785390156.9582715,corp1,cdn1,10.7.0.1,10.4.0.1,0.0,35.449,35.812,36.516,0.497
eigrp,1785390169.0236068,home1,cdn1,10.9.0.1,10.4.0.1,0.0,56.447,56.575,56.799,0.158
eigrp,1785390172.0344625,home1,mob2,10.9.0.1,10.8.0.2,33.3333,143.309,144.36,145.411,1.051
eigrp,1785390174.141554,home2,corp2,10.9.0.2,10.7.0.2,0.0,103.158,107.302,115.102,5.518
eigrp,1785390186.2834413,mob2,cdn1,10.8.0.2,10.4.0.1,0.0,133.493,135.531,139.497,2.804
eigrp,1785390188.4847152,mob1,isp_gw,10.8.0.1,10.2.0.1,0.0,112.062,112.129,112.26,0.092
eigrp,1785390201.1216705,origin,mob2,10.5.0.1,10.8.0.2,0.0,136.398,139.992,147.167,5.073
eigrp,1785390203.2948182,mob2,cdn1,10.8.0.2,10.4.0.1,0.0,133.465,133.521,133.623,0.071
eigrp,1785390215.3978157,home2,cdn2,10.9.0.2,10.4.0.2,0.0,66.506,71.026,74.101,3.264
eigrp,1785390217.4465516,origin,corp2,10.5.0.1,10.7.0.2,0.0,40.089,40.242,40.544,0.213
eigrp,1785390219.4893909,corp1,root1,10.7.0.1,10.1.0.1,0.0,39.102,41.607,46.308,3.326
eigrp,1785390235.9205904,corp2,home2,10.7.0.2,10.9.0.2,0.0,122.398,341.605,767.637,301.292
