ts,src,dst,src_ip,dst_ip,src_as,dst_as,routing,path_switches,as_path,num_switch_hops,num_total_hops,theoretical_delay_ms,theoretical_rtt_ms,theoretical_loss_pct,bottleneck_bw_mbps,real_rtt_ms,real_rtt_min,real_rtt_max,real_loss_pct,hops
1785389467.2171144,corp2,home2,10.7.0.2,10.9.0.2,400,500,eigrp,"[""s7"", ""s6"", ""s3"", ""s8"", ""s9""]","[400, 200, 500]",5,6,45.0,90.0,1.07,6,137.851,131.086,151.333,0.0,"[{""hop"": 0, ""from"": ""corp2"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 5, ""from"": ""s9"", ""to"": ""home2"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}]"
1785389469.3536332,home2,corp2,10.9.0.2,10.7.0.2,500,400,eigrp,"[""s9"", ""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",5,6,45.0,90.0,1.07,6,130.91,130.549,131.091,0.0,"[{""hop"": 0, ""from"": ""home2"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 4, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 5, ""from"": ""s7"", ""to"": ""corp2"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}]"
1785389471.523662,corp2,mob1,10.7.0.2,10.8.0.1,400,500,eigrp,"[""s7"", ""s6"", ""s3"", ""s8""]","[400, 200, 500]",4,5,62.0,124.0,2.17,8,168.155,164.704,174.93,0.0,"[{""hop"": 0, ""from"": ""corp2"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389473.694147,mob1,corp2,10.8.0.1,10.7.0.2,500,400,eigrp,"[""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",4,5,62.0,124.0,2.17,8,164.834,164.687,165.067,0.0,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 2, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 3, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 4, ""from"": ""s7"", ""to"": ""corp2"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}]"
1785389475.8934927,corp2,mob2,10.7.0.2,10.8.0.2,400,500,eigrp,"[""s7"", ""s6"", ""s3"", ""s8""]","[400, 200, 500]",4,5,77.0,154.0,3.17,5,200.763,194.843,212.575,0.0,"[{""hop"": 0, ""from"": ""corp2"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389478.0948586,mob2,corp2,10.8.0.2,10.7.0.2,500,400,eigrp,"[""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",4,5,77.0,154.0,3.17,5,194.822,194.645,195.032,0.0,"[{""hop"": 0, ""from"": ""mob2"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 2, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 3, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 4, ""from"": ""s7"", ""to"": ""corp2"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}]"
1785389480.167657,home1,home2,10.9.0.1,10.9.0.2,500,500,eigrp,"[""s9""]",[500],1,2,35.0,70.0,1.1,6,72.423,70.122,76.836,0.0,"[{""hop"": 0, ""from"": ""home1"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""home2"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}]"
1785389482.242546,home2,home1,10.9.0.2,10.9.0.1,500,500,eigrp,"[""s9""]",[500],1,2,35.0,70.0,1.1,6,70.246,70.082,70.376,0.0,"[{""hop"": 0, ""from"": ""home2"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""home1"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}]"
1785389484.365592,home1,mob1,10.9.0.1,10.8.0.1,500,500,eigrp,"[""s9"", ""s8""]",[500],2,3,58.0,116.0,2.4,8,120.963,116.196,129.377,0.0,"[{""hop"": 0, ""from"": ""home1"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389486.486997,mob1,home1,10.8.0.1,10.9.0.1,500,500,eigrp,"[""s8"", ""s9""]",[500],2,3,58.0,116.0,2.4,8,116.375,116.233,116.457,0.0,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 2, ""from"": ""s9"", ""to"": ""home1"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}]"
1785389488.6413648,home1,mob2,10.9.0.1,10.8.0.2,500,500,eigrp,"[""s9"", ""s8""]",[500],2,3,73.0,146.0,3.4,5,150.325,146.493,156.8,0.0,"[{""hop"": 0, ""from"": ""home1"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389490.7932026,mob2,home1,10.8.0.2,10.9.0.1,500,500,eigrp,"[""s8"", ""s9""]",[500],2,3,73.0,146.0,3.4,5,146.536,146.465,146.616,0.0,"[{""hop"": 0, ""from"": ""mob2"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 2, ""from"": ""s9"", ""to"": ""home1"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}]"
1785389492.92411,home2,mob1,10.9.0.2,10.8.0.1,500,500,eigrp,"[""s9"", ""s8""]",[500],2,3,63.0,126.0,2.9,6,129.603,126.636,135.486,0.0,"[{""hop"": 0, ""from"": ""home2"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389495.057538,mob1,home2,10.8.0.1,10.9.0.2,500,500,eigrp,"[""s8"", ""s9""]",[500],2,3,63.0,126.0,2.9,6,126.609,126.49,126.798,0.0,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 2, ""from"": ""s9"", ""to"": ""home2"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}]"
1785389497.22323,home2,mob2,10.9.0.2,10.8.0.2,500,500,eigrp,"[""s9"", ""s8""]",[500],2,3,78.0,156.0,3.9,5,159.151,156.491,164.453,0.0,"[{""hop"": 0, ""from"": ""home2"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389501.2780488,mob2,home2,10.8.0.2,10.9.0.2,500,500,eigrp,"[""s8"", ""s9""]",[500],2,3,78.0,156.0,3.9,5,,,,100.0,"[{""hop"": 0, ""from"": ""mob2"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 2, ""from"": ""s9"", ""to"": ""home2"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}]"
1785389503.4719858,mob1,mob2,10.8.0.1,10.8.0.2,500,500,eigrp,"[""s8""]",[500],1,2,95.0,190.0,5.0,5,190.711,190.076,191.956,0.0,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389506.4859462,mob2,mob1,10.8.0.2,10.8.0.1,500,500,eigrp,"[""s8""]",[500],1,2,95.0,190.0,5.0,5,190.095,190.08,190.11,33.3333,"[{""hop"": 0, ""from"": ""mob2"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389523.6426494,home1,mob2,10.9.0.1,10.8.0.2,500,500,eigrp,"[""s9"", ""s8""]",[500],2,3,73.0,146.0,3.4,5,149.983,146.182,152.402,0.0,"[{""hop"": 0, ""from"": ""home1"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 10, ""delay_ms"": 15.0, ""loss_pct"": 0.3, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389525.8527348,corp2,mob2,10.7.0.2,10.8.0.2,400,500,eigrp,"[""s7"", ""s6"", ""s3"", ""s8""]","[400, 200, 500]",4,5,77.0,154.0,3.17,5,206.617,201.577,212.47,0.0,"[{""hop"": 0, ""from"": ""corp2"", ""to"": ""s7"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 1, ""from"": ""s7"", ""to"": ""s6"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 2, ""from"": ""s6"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 3, ""from"": ""s3"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""mob2"", ""type"": ""access"", ""bw_mbps"": 5, ""delay_ms"": 55.0, ""loss_pct"": 3.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389527.9561582,root1,mob1,10.1.0.1,10.8.0.1,100,500,eigrp,"[""s1"", ""s8""]","[100, 500]",2,3,60.5,121.0,2.03,8,111.725,101.146,132.854,0.0,"[{""hop"": 0, ""from"": ""root1"", ""to"": ""s1"", ""type"": ""access"", ""bw_mbps"": 50, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 1, ""from"": ""s1"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""mob1"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}]"
1785389530.1049378,mob1,corp2,10.8.0.1,10.7.0.2,500,400,eigrp,"[""s8"", ""s3"", ""s6"", ""s7""]","[500, 200, 400]",4,5,62.0,124.0,2.17,8,147.932,144.402,154.564,0.0,"[{""hop"": 0, ""from"": ""mob1"", ""to"": ""s8"", ""type"": ""access"", ""bw_mbps"": 8, ""delay_ms"": 40.0, ""loss_pct"": 2.0, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 1, ""from"": ""s8"", ""to"": ""s3"", ""type"": ""peering"", ""bw_mbps"": 25, ""delay_ms"": 10.0, ""loss_pct"": 0.05, ""jitter_ms"": 3.0, ""queue_size"": 40, ""as"": 200, ""role"": ""tier2_access""}, {""hop"": 2, ""from"": ""s3"", ""to"": ""s6"", ""type"": ""peering"", ""bw_mbps"": 30, ""delay_ms"": 8.0, ""loss_pct"": 0.03, ""jitter_ms"": 2.0, ""queue_size"": 50, ""as"": 400, ""role"": ""enterprise_core""}, {""hop"": 3, ""from"": ""s6"", ""to"": ""s7"", ""type"": ""backbone"", ""bw_mbps"": 50, ""delay_ms"": 1.0, ""loss_pct"": 0.01, ""jitter_ms"": 0.3, ""queue_size"": 80, ""as"": 400, ""role"": ""enterprise_access""}, {""hop"": 4, ""from"": ""s7"", ""to"": ""corp2"", ""type"": ""access"", ""bw_mbps"": 20, ""delay_ms"": 3.0, ""loss_pct"": 0.08, ""as"": 400, ""role"": ""enterprise_access""}]"
1785389547.591228,root1,cdn2,10.1.0.1,10.4.0.2,100,300,eigrp,"[""s1"", ""s4""]","[100, 300]",2,3,3.7,7.4,0.005,50,181.973,7.435,531.018,0.0,"[{""hop"": 0, ""from"": ""root1"", ""to"": ""s1"", ""type"": ""access"", ""bw_mbps"": 50, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 1, ""from"": ""s1"", ""to"": ""s4"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 2, ""from"": ""s4"", ""to"": ""cdn2"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.2, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_edge""}]"
1785389549.6719952,origin,home2,10.5.0.1,10.9.0.2,300,500,eigrp,"[""s5"", ""s4"", ""s1"", ""s8"", ""s9""]","[300, 100, 500]",5,6,47.5,95.0,0.936,6,75.103,75.082,75.13,0.0,"[{""hop"": 0, ""from"": ""origin"", ""to"": ""s5"", ""type"": ""access"", ""bw_mbps"": 80, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 300, ""role"": ""cdn_origin""}, {""hop"": 1, ""from"": ""s5"", ""to"": ""s4"", ""type"": ""backbone"", ""bw_mbps"": 80, ""delay_ms"": 1.0, ""loss_pct"": 0.001, ""jitter_ms"": 0.1, ""queue_size"": 150, ""as"": 300, ""role"": ""cdn_edge""}, {""hop"": 2, ""from"": ""s4"", ""to"": ""s1"", ""type"": ""backbone"", ""bw_mbps"": 60, ""delay_ms"": 3.0, ""loss_pct"": 0.005, ""jitter_ms"": 0.5, ""queue_size"": 80, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 3, ""from"": ""s1"", ""to"": ""s8"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 4, ""from"": ""s8"", ""to"": ""s9"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 5, ""from"": ""s9"", ""to"": ""home2"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}]"
1785389552.1337435,home2,root1,10.9.0.2,10.1.0.1,500,100,eigrp,"[""s9"", ""s8"", ""s1""]","[500, 100]",3,4,43.5,87.0,0.93,6,67.069,67.044,67.11,0.0,"[{""hop"": 0, ""from"": ""home2"", ""to"": ""s9"", ""type"": ""access"", ""bw_mbps"": 6, ""delay_ms"": 20.0, ""loss_pct"": 0.8, ""as"": 500, ""role"": ""residential_access""}, {""hop"": 1, ""from"": ""s9"", ""to"": ""s8"", ""type"": ""access_agg"", ""bw_mbps"": 15, ""delay_ms"": 3.0, ""loss_pct"": 0.1, ""jitter_ms"": 2.0, ""queue_size"": 30, ""as"": 500, ""role"": ""residential_agg""}, {""hop"": 2, ""from"": ""s8"", ""to"": ""s1"", ""type"": ""peering"", ""bw_mbps"": 20, ""delay_ms"": 20.0, ""loss_pct"": 0.03, ""jitter_ms"": 4.0, ""queue_size"": 30, ""as"": 100, ""role"": ""tier1_core""}, {""hop"": 3, ""from"": ""s1"", ""to"": ""root1"", ""type"": ""access"", ""bw_mbps"": 50, ""delay_ms"": 0.5, ""loss_pct"": 0, ""as"": 100, ""role"": ""tier1_core""}]"
