routing,ts,host,host_ip,LISTEN,SYN-SENT,SYN-RECV,ESTAB,FIN-WAIT-1,FIN-WAIT-2,CLOSE-WAIT,CLOSING,LAST-ACK,TIME-WAIT,CLOSED,total_connections,active_connections
eigrp,1785389915.6590042,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785389923.6916113,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785389923.694492,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,3,0,5,2
eigrp,1785389923.6990726,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,6,0,6,0
eigrp,1785389923.7040887,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,5,0,11,3
eigrp,1785389931.8657718,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,7,0,12,2
eigrp,1785389931.8740697,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,5,0,10,2
eigrp,1785389932.0432816,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,1,0,3,2
eigrp,1785389932.1303394,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,4,0,10,3
eigrp,1785389940.141714,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,4,0,8,1
eigrp,1785389940.1439247,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785389940.150825,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785389940.1529884,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,6,0,6,0
eigrp,1785389949.3145304,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785389949.3286262,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,6,0,12,3
eigrp,1785389949.3306613,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
eigrp,1785389949.337742,mob1,10.8.0.1,0,0,0,2,0,0,0,0,0,5,0,7,2
eigrp,1785389957.3423734,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,4,0,10,3
eigrp,1785389957.3443582,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785389957.3456998,mob1,10.8.0.1,0,0,0,2,0,0,0,0,0,5,0,7,2
eigrp,1785389957.468116,home1,10.9.0.1,0,0,0,4,0,0,0,0,0,6,0,10,4
eigrp,1785389965.4707575,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785389965.4733934,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785389965.4754217,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,5,0,10,2
eigrp,1785389973.7990053,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785389973.82683,corp1,10.7.0.1,0,0,0,3,0,0,0,0,0,2,0,5,3
eigrp,1785389973.8291986,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785389981.8317592,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,5,0,8,0
eigrp,1785389981.9805803,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785389981.9841497,corp1,10.7.0.1,0,0,0,3,0,0,0,0,0,3,0,6,3
eigrp,1785389981.98847,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,4,0,9,2
eigrp,1785389989.9953609,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785389989.9984355,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785389990.0513735,corp2,10.7.0.2,0,0,0,1,0,0,0,0,0,4,0,5,1
eigrp,1785389998.0745864,isp_gw,10.2.0.1,3,0,0,3,1,0,0,0,0,6,0,13,3
eigrp,1785389998.0787385,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785389998.089699,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785389998.0980473,corp1,10.7.0.1,0,0,0,3,0,0,0,0,0,4,0,7,3
eigrp,1785390006.1583462,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390006.1827047,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390006.2164762,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390015.1746602,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390015.1988442,corp1,10.7.0.1,0,0,0,5,0,0,0,0,0,5,0,10,5
eigrp,1785390015.3224375,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390015.325317,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,7,0,12,2
eigrp,1785390023.333315,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390023.335281,corp2,10.7.0.2,0,0,0,1,0,0,0,0,0,4,0,5,1
eigrp,1785390023.3366654,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390023.3394773,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,2,0,3,1
eigrp,1785390031.3938172,corp2,10.7.0.2,0,0,0,1,0,0,0,0,0,4,0,5,1
eigrp,1785390031.3989124,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390031.4035456,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,8,0,11,0
eigrp,1785390039.444035,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,6,0,8,2
eigrp,1785390039.5377965,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,7,0,12,2
eigrp,1785390039.5401497,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390047.5427978,corp1,10.7.0.1,0,1,0,3,0,0,0,0,0,6,0,10,4
eigrp,1785390047.546881,mob2,10.8.0.2,0,0,0,0,1,0,0,0,0,1,0,2,0
eigrp,1785390047.5508454,isp_gw,10.2.0.1,3,0,1,1,0,0,0,0,0,8,0,13,2
eigrp,1785390055.5544758,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390055.5592694,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,6,0,9,0
eigrp,1785390063.807233,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390063.8702831,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390064.010443,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390064.0595603,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390072.0625775,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,6,0,12,3
eigrp,1785390072.0670614,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,6,0,9,0
eigrp,1785390072.1892526,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,5,0,6,1
eigrp,1785390072.1978457,home1,10.9.0.1,0,0,0,2,0,0,0,0,0,1,0,3,2
eigrp,1785390083.0227976,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,6,0,10,1
eigrp,1785390083.0457332,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
eigrp,1785390083.050104,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,5,0,8,0
eigrp,1785390083.0580616,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,3,0,4,1
eigrp,1785390091.0754273,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390091.07857,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,5,0,7,2
eigrp,1785390091.0860543,corp2,10.7.0.2,0,0,0,1,0,0,0,0,0,3,0,4,1
eigrp,1785390099.0905523,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,6,0,12,3
eigrp,1785390099.095116,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390099.1024122,corp2,10.7.0.2,0,0,0,1,0,0,0,0,0,2,0,3,1
eigrp,1785390107.1607094,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390107.2309282,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390107.4056754,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390107.411189,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,1,0,7,3
eigrp,1785390116.9577668,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390117.138009,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,6,0,6,0
eigrp,1785390117.1548846,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,1,0,7,3
eigrp,1785390117.1778457,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,7,0,11,1
eigrp,1785390125.179947,mob2,10.8.0.2,0,0,0,3,0,0,0,0,0,1,0,4,3
eigrp,1785390125.1818202,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,6,0,6,0
eigrp,1785390125.187121,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,10,0,13,0
eigrp,1785390125.19106,cdn2,10.4.0.2,3,0,0,3,0,0,0,0,0,7,0,13,3
eigrp,1785390133.2504616,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,7,0,12,2
eigrp,1785390133.2744956,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,9,0,14,2
eigrp,1785390133.3824794,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390141.4947371,home1,10.9.0.1,0,0,0,1,0,0,0,0,0,3,0,4,1
eigrp,1785390141.5550828,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,5,0,8,0
eigrp,1785390141.671048,mob2,10.8.0.2,0,0,0,2,0,0,0,0,0,4,0,6,2
eigrp,1785390141.7728257,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,5,0,10,2
eigrp,1785390150.0416746,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390150.0496726,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,5,0,11,3
eigrp,1785390150.0541346,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390158.0588036,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,7,0,10,0
eigrp,1785390158.0616283,mob2,10.8.0.2,0,0,0,2,0,0,0,0,0,5,0,7,2
eigrp,1785390158.0676277,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390158.4258084,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,10,0,13,0
eigrp,1785390166.4718173,home1,10.9.0.1,0,0,0,3,0,0,0,0,0,2,0,5,3
eigrp,1785390166.475328,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390166.4806552,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,8,0,11,0
eigrp,1785390166.4845085,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390174.4862628,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390174.493827,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,5,0,8,0
eigrp,1785390174.49872,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390182.5863056,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,8,0,13,2
eigrp,1785390182.71904,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390182.861676,home1,10.9.0.1,0,0,0,2,0,0,0,0,0,3,0,5,2
eigrp,1785390190.897779,home2,10.9.0.2,0,1,0,0,0,0,0,0,0,3,0,4,1
eigrp,1785390190.9025831,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,7,0,11,1
eigrp,1785390190.904726,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390190.9107523,mob2,10.8.0.2,0,0,0,0,0,0,0,0,1,9,0,10,0
eigrp,1785390199.069986,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,1,0,7,3
eigrp,1785390199.076768,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,7,0,10,0
eigrp,1785390207.0794723,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390207.085662,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,4,0,9,2
eigrp,1785390207.0902112,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,1,0,4,0
eigrp,1785390207.0954554,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390215.0987492,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390215.1023445,corp1,10.7.0.1,0,4,0,2,0,0,0,0,0,0,0,6,6
eigrp,1785390215.106319,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,3,0,6,0
eigrp,1785390215.1103413,mob2,10.8.0.2,0,0,0,1,0,0,0,0,0,5,0,6,1
eigrp,1785390223.116845,cdn1,10.4.0.1,3,0,1,3,0,0,0,0,0,2,0,9,4
eigrp,1785390223.1230118,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,10,0,10,0
eigrp,1785390223.2707093,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390235.8441496,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,1,10,0,14,0
eigrp,1785390235.847165,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390235.8507757,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
eigrp,1785390243.85959,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390243.861702,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,2,0,7,2
eigrp,1785390243.8637729,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390243.8674777,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390252.081954,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,4,0,9,2
eigrp,1785390252.4542649,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
eigrp,1785390252.458888,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390260.467367,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390260.471567,home1,10.9.0.1,0,0,0,1,0,0,0,0,0,3,0,4,1
eigrp,1785390260.4747374,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,0,0,1,1
eigrp,1785390260.4782078,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,4,0,10,3
eigrp,1785390268.483024,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390268.4849052,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,4,0,10,3
eigrp,1785390268.4878523,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390276.491129,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,9,0,10,1
eigrp,1785390276.4971037,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,5,0,8,0
eigrp,1785390276.5004313,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390286.595475,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,1,0,3,2
eigrp,1785390286.6017113,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,9,0,9,0
eigrp,1785390286.606251,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,12,0,17,2
eigrp,1785390296.765443,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,8,0,10,2
eigrp,1785390296.9024742,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,9,0,15,3
eigrp,1785390296.968675,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,4,0,8,1
eigrp,1785390304.9714992,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,7,0,13,3
eigrp,1785390304.9754035,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390304.990735,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390304.9951963,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,5,0,9,1
eigrp,1785390312.999234,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,8,0,11,0
eigrp,1785390313.0865748,mob2,10.8.0.2,0,0,0,2,0,0,0,0,0,1,0,3,2
eigrp,1785390313.0910876,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,0,0,4,4
eigrp,1785390313.1003034,home1,10.9.0.1,0,0,0,1,0,0,0,0,0,3,0,4,1
eigrp,1785390321.1023395,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390321.1039522,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,7,0,12,2
eigrp,1785390321.106094,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,0,0,4,4
eigrp,1785390321.2425191,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,10,0,10,0
eigrp,1785390329.3076055,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390329.3123047,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,7,0,12,2
eigrp,1785390329.3164291,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,4,0,9,2
eigrp,1785390329.3181412,corp2,10.7.0.2,0,0,0,1,0,0,0,0,0,4,0,5,1
eigrp,1785390337.4997263,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390337.9955106,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,9,0,12,0
eigrp,1785390338.1091998,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,6,0,12,3
eigrp,1785390346.1116185,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,8,0,8,0
eigrp,1785390346.113462,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390346.1149516,isp_gw,10.2.0.1,3,0,1,2,0,0,0,0,0,8,0,14,3
eigrp,1785390354.1217556,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390354.1270382,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,5,0,10,2
eigrp,1785390354.1351526,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,9,0,15,3
eigrp,1785390354.13739,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,4,0,8,1
eigrp,1785390365.8377037,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390365.8456695,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,5,0,5,0
eigrp,1785390373.9514933,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,6,0,6,0
eigrp,1785390373.9545507,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
eigrp,1785390382.034417,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390382.039429,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,8,0,11,0
eigrp,1785390382.042873,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,6,0,12,3
eigrp,1785390382.0472834,isp_gw,10.2.0.1,3,0,0,0,0,0,0,0,0,5,0,8,0
eigrp,1785390390.22981,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,9,0,12,0
eigrp,1785390390.2376935,cdn2,10.4.0.2,3,0,0,3,0,0,0,0,0,7,0,13,3
eigrp,1785390390.243507,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,0,0,4,4
eigrp,1785390390.2476232,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390398.9098673,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390399.117988,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,7,0,13,3
eigrp,1785390407.1263316,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390407.130187,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390407.2582054,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,16,0,18,2
eigrp,1785390407.262924,mob2,10.8.0.2,0,0,0,4,0,0,0,0,0,2,0,6,4
eigrp,1785390415.3664277,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390415.5353105,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,9,0,14,2
eigrp,1785390415.5389674,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,10,0,15,2
eigrp,1785390415.5429535,home1,10.9.0.1,0,0,0,1,0,0,0,0,0,1,0,2,1
eigrp,1785390423.5473626,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,8,0,13,2
eigrp,1785390423.551835,mob2,10.8.0.2,0,0,0,2,0,0,0,0,0,4,0,6,2
eigrp,1785390423.5547955,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,2,0,2,0
eigrp,1785390423.559476,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,3,0,9,3
eigrp,1785390431.667796,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,9,0,15,3
eigrp,1785390431.6710246,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,9,0,14,2
eigrp,1785390431.675671,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,4,0,10,3
eigrp,1785390439.8396237,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,5,0,9,4
eigrp,1785390439.8668778,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,7,0,13,3
eigrp,1785390439.894856,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390439.9010255,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,9,0,12,0
eigrp,1785390447.9097197,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,5,0,10,2
eigrp,1785390447.9112968,mob2,10.8.0.2,0,0,0,1,0,0,0,0,0,4,0,5,1
eigrp,1785390447.9199717,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,8,0,10,2
eigrp,1785390456.297909,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,4,0,7,0
eigrp,1785390456.3554418,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,10,0,13,0
eigrp,1785390456.3901768,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390464.4723458,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,6,0,10,4
eigrp,1785390464.4753935,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
eigrp,1785390472.5324352,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,6,0,10,1
eigrp,1785390472.5341036,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,14,0,14,0
eigrp,1785390472.538544,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,8,0,10,2
eigrp,1785390472.5413942,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,6,0,6,0
eigrp,1785390480.545588,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,7,0,13,3
eigrp,1785390480.8137016,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390480.9289842,cdn2,10.4.0.2,3,0,0,3,0,0,0,0,0,6,0,12,3
eigrp,1785390489.8959415,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390489.901827,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,3,0,4,1
eigrp,1785390489.90622,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390489.927256,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,2,0,8,3
eigrp,1785390497.9314084,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,8,0,9,1
eigrp,1785390497.9368262,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,12,0,12,0
eigrp,1785390497.940757,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,4,0,5,1
eigrp,1785390497.9429195,home1,10.9.0.1,0,0,0,2,0,0,0,0,0,0,0,2,2
eigrp,1785390506.7377515,mob2,10.8.0.2,0,0,0,3,0,0,0,0,0,2,0,5,3
eigrp,1785390506.7429168,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,6,0,6,0
eigrp,1785390506.7456317,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,8,0,14,3
eigrp,1785390506.7477548,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,4,0,5,1
eigrp,1785390514.7495775,isp_gw,10.2.0.1,3,0,0,0,1,0,0,0,0,7,0,11,0
eigrp,1785390514.75365,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,5,0,10,2
eigrp,1785390514.7573109,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,4,0,4,0
eigrp,1785390514.7589805,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,8,0,14,3
eigrp,1785390522.8586245,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,8,0,11,0
eigrp,1785390522.9167483,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
eigrp,1785390522.919284,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,10,0,11,1
eigrp,1785390522.9678702,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390530.9794574,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,1,0,3,2
eigrp,1785390531.1017833,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,10,0,10,0
eigrp,1785390531.3100328,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,2,0,3,1
eigrp,1785390539.3181217,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,4,0,7,0
eigrp,1785390539.358315,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390539.363357,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,15,0,19,4
eigrp,1785390539.3700724,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,10,0,16,3
eigrp,1785390547.3724053,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390547.3752563,corp2,10.7.0.2,0,0,0,0,0,0,0,0,0,3,0,3,0
eigrp,1785390547.4112177,origin,10.5.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
eigrp,1785390555.4353864,corp1,10.7.0.1,0,0,0,5,0,0,0,0,0,16,0,21,5
eigrp,1785390555.4431417,home1,10.9.0.1,0,0,0,1,0,0,0,0,0,3,0,4,1
eigrp,1785390555.451182,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
eigrp,1785390563.5063586,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,7,0,7,0
eigrp,1785390563.594405,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,19,0,21,2
eigrp,1785390563.6024702,cdn1,10.4.0.1,3,0,0,2,1,0,0,0,0,8,0,14,2
eigrp,1785390571.606701,home1,10.9.0.1,0,1,0,0,0,0,0,0,0,4,0,5,1
