routing,ts,host,host_ip,LISTEN,SYN-SENT,SYN-RECV,ESTAB,FIN-WAIT-1,FIN-WAIT-2,CLOSE-WAIT,CLOSING,LAST-ACK,TIME-WAIT,CLOSED,total_connections,active_connections
l2_learn,1785385428.5155537,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,5,0,10,2
l2_learn,1785385428.5235624,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,4,0,5,1
l2_learn,1785385436.5891209,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,4,0,9,2
l2_learn,1785385436.5924604,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
l2_learn,1785385436.5962143,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
l2_learn,1785385444.6011555,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,3,0,7,1
l2_learn,1785385444.639245,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,5,0,9,4
l2_learn,1785385448.0901978,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,4,0,5,1
l2_learn,1785385456.094563,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,7,0,9,2
l2_learn,1785385456.099086,corp2,10.7.0.2,0,0,0,4,0,0,0,0,0,6,0,10,4
l2_learn,1785385456.102996,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,3,0,9,3
l2_learn,1785385456.1069326,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,7,0,9,2
l2_learn,1785385464.1118996,corp1,10.7.0.1,0,0,0,4,0,0,0,0,0,6,0,10,4
l2_learn,1785385464.1135373,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
l2_learn,1785385472.1945136,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,3,0,9,3
l2_learn,1785385473.038629,root1,10.1.0.1,3,0,0,4,0,0,0,0,0,3,0,10,4
l2_learn,1785385473.0791717,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
l2_learn,1785385481.086306,corp2,10.7.0.2,0,0,0,4,0,0,0,0,0,5,0,9,4
l2_learn,1785385481.0933118,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,8,0,10,2
l2_learn,1785385481.0950215,cdn1,10.4.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
l2_learn,1785385481.0965064,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,2,0,8,3
l2_learn,1785385489.0999894,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,7,0,9,2
l2_learn,1785385489.1025023,corp1,10.7.0.1,0,0,0,3,0,0,0,0,0,7,0,10,3
l2_learn,1785385489.103973,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,5,0,10,2
l2_learn,1785385489.1052227,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,9,0,12,0
l2_learn,1785385497.230252,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,2,0,7,2
l2_learn,1785385497.9473302,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,9,0,14,2
l2_learn,1785385497.9512482,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,6,0,8,2
l2_learn,1785385497.9545755,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
l2_learn,1785385506.0422938,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
l2_learn,1785385506.0440953,home2,10.9.0.2,0,1,0,1,0,0,0,0,0,9,0,11,2
l2_learn,1785385506.0479348,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,7,0,9,2
l2_learn,1785385506.06215,cdn1,10.4.0.1,3,0,0,0,0,0,0,0,2,3,0,8,0
l2_learn,1785385514.0848892,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,2,0,7,2
l2_learn,1785385514.139722,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
l2_learn,1785385514.2477012,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,1,0,1,0
l2_learn,1785385522.250158,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,5,0,8,0
l2_learn,1785385522.2546148,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,2,0,2,0
l2_learn,1785385530.4193428,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,6,0,6,0
l2_learn,1785385530.4477434,mob1,10.8.0.1,0,0,0,3,0,0,0,0,0,6,0,9,3
l2_learn,1785385530.493605,corp2,10.7.0.2,0,0,0,3,0,0,0,0,0,3,0,6,3
l2_learn,1785385538.616814,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,3,0,9,3
l2_learn,1785385538.6450236,cdn2,10.4.0.2,3,0,0,3,0,0,0,0,0,4,0,10,3
l2_learn,1785385549.7935183,isp_gw,10.2.0.1,3,0,1,2,0,0,0,0,0,2,0,8,3
l2_learn,1785385549.7954943,mob2,10.8.0.2,0,0,0,1,0,0,0,0,0,0,0,1,1
l2_learn,1785385549.861835,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,3,0,9,3
l2_learn,1785385558.0055962,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,1,0,7,3
l2_learn,1785385558.03288,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,1,0,6,2
l2_learn,1785385558.0618072,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,5,0,10,2
l2_learn,1785385566.5318036,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,8,0,8,0
l2_learn,1785385566.533841,corp1,10.7.0.1,0,0,0,3,0,0,0,0,0,1,0,4,3
l2_learn,1785385566.5369165,mob2,10.8.0.2,0,1,0,4,0,0,0,0,0,0,0,5,5
l2_learn,1785385574.5441363,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,8,0,9,1
l2_learn,1785385574.5490122,mob2,10.8.0.2,0,0,0,4,0,0,0,0,0,2,0,6,4
l2_learn,1785385574.551678,origin,10.5.0.1,3,0,1,3,0,0,0,0,0,5,0,12,4
l2_learn,1785385574.5556557,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,2,0,7,2
l2_learn,1785385582.7314794,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,2,0,4,2
l2_learn,1785385582.734481,cdn2,10.4.0.2,3,0,0,1,0,0,0,0,0,4,0,8,1
l2_learn,1785385582.736338,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,6,0,6,0
l2_learn,1785385590.8706355,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,4,0,7,0
l2_learn,1785385590.8732078,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
l2_learn,1785385591.294716,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,7,0,8,1
l2_learn,1785385591.332662,mob1,10.8.0.1,0,1,0,1,0,0,0,0,0,6,0,8,2
l2_learn,1785385599.337107,mob1,10.8.0.1,0,0,0,2,0,0,0,0,0,6,0,8,2
l2_learn,1785385599.3416378,origin,10.5.0.1,3,0,0,3,1,0,0,0,0,5,0,12,3
l2_learn,1785385599.3429284,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,4,0,8,1
l2_learn,1785385599.3464186,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
l2_learn,1785385607.367588,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,3,0,7,1
l2_learn,1785385607.439536,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,3,0,8,2
l2_learn,1785385607.4438095,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,7,0,12,2
l2_learn,1785385615.4906392,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,4,0,8,1
l2_learn,1785385615.49516,home1,10.9.0.1,0,0,0,2,0,0,0,0,0,1,0,3,2
l2_learn,1785385615.499705,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,5,0,7,2
l2_learn,1785385615.584271,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,7,0,8,1
l2_learn,1785385623.5868068,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,3,0,8,2
l2_learn,1785385623.5909045,home1,10.9.0.1,0,0,0,2,0,0,0,0,0,1,0,3,2
l2_learn,1785385623.592935,cdn1,10.4.0.1,3,0,0,0,1,0,0,0,0,5,0,9,0
l2_learn,1785385631.598183,corp1,10.7.0.1,0,0,0,2,0,0,0,0,1,5,0,8,2
l2_learn,1785385631.6146362,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,9,0,10,1
l2_learn,1785385631.616948,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,1,0,3,2
l2_learn,1785385631.6193955,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,10,0,10,0
l2_learn,1785385640.194656,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,5,0,11,3
l2_learn,1785385640.1970005,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,4,0,6,2
l2_learn,1785385640.2025516,root1,10.1.0.1,3,0,0,0,0,0,0,0,0,4,0,7,0
l2_learn,1785385648.2117784,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,8,0,13,2
l2_learn,1785385648.219106,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,4,0,10,3
l2_learn,1785385648.2230165,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,5,0,5,0
l2_learn,1785385648.2275915,corp1,10.7.0.1,0,0,0,3,0,0,0,0,0,2,0,5,3
l2_learn,1785385656.2318711,mob1,10.8.0.1,0,0,0,5,0,0,0,0,0,3,0,8,5
l2_learn,1785385656.2348003,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,7,0,7,0
l2_learn,1785385656.2385652,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,1,0,6,2
l2_learn,1785385664.2428052,cdn1,10.4.0.1,3,0,0,2,0,1,0,0,0,12,0,18,2
l2_learn,1785385664.246741,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,6,0,8,2
l2_learn,1785385664.3598368,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
l2_learn,1785385664.3907378,mob1,10.8.0.1,0,0,0,4,0,0,0,0,0,4,0,8,4
l2_learn,1785385672.3928196,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,1,0,3,2
l2_learn,1785385672.3942122,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,6,0,8,2
l2_learn,1785385672.8741183,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,4,0,7,0
l2_learn,1785385673.1192763,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,6,0,10,1
l2_learn,1785385681.1277163,home2,10.9.0.2,0,0,0,0,0,0,0,0,0,7,0,7,0
l2_learn,1785385681.1788104,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,5,0,10,2
l2_learn,1785385681.184561,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,7,0,7,0
l2_learn,1785385681.23571,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,3,0,8,2
l2_learn,1785385689.239374,home2,10.9.0.2,0,0,0,1,0,0,0,0,0,6,0,7,1
l2_learn,1785385689.29457,mob2,10.8.0.2,0,0,0,1,0,0,0,0,0,1,0,2,1
l2_learn,1785385689.3541954,cdn1,10.4.0.1,3,0,0,1,0,0,0,0,0,10,0,14,1
l2_learn,1785385689.3557725,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,7,0,7,0
l2_learn,1785385697.3672507,mob2,10.8.0.2,0,0,0,1,0,0,0,0,0,1,0,2,1
l2_learn,1785385697.4282832,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,3,0,8,2
l2_learn,1785385697.4319365,home1,10.9.0.1,0,0,0,2,0,0,0,0,0,2,0,4,2
l2_learn,1785385697.43558,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,7,0,13,3
l2_learn,1785385705.4389696,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,2,0,7,2
l2_learn,1785385705.4412737,root1,10.1.0.1,3,0,0,2,0,0,0,0,0,4,0,9,2
l2_learn,1785385705.446082,mob1,10.8.0.1,0,0,0,1,0,0,0,0,0,8,0,9,1
l2_learn,1785385705.4506545,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,3,0,5,2
l2_learn,1785385713.538826,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,7,0,9,2
l2_learn,1785385713.5430405,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,3,0,5,2
l2_learn,1785385713.547146,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,4,0,4,0
l2_learn,1785385713.5526254,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,1,0,6,2
l2_learn,1785385721.5570805,cdn1,10.4.0.1,3,0,0,3,0,0,0,0,0,5,0,11,3
l2_learn,1785385721.601563,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,9,0,9,0
l2_learn,1785385721.604961,mob2,10.8.0.2,0,0,0,1,0,0,0,0,0,2,0,3,1
l2_learn,1785385730.3702116,cdn2,10.4.0.2,3,0,0,0,0,0,0,0,0,1,0,4,0
l2_learn,1785385730.4005103,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,8,0,14,3
l2_learn,1785385730.430555,corp2,10.7.0.2,0,0,0,6,0,0,0,0,0,7,0,13,6
l2_learn,1785385738.4828248,corp2,10.7.0.2,0,0,0,3,0,0,0,0,0,11,0,14,3
l2_learn,1785385738.5998628,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,5,0,7,2
l2_learn,1785385738.7668598,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,7,0,11,1
l2_learn,1785385746.819034,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,2,0,2,0
l2_learn,1785385746.8482814,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
l2_learn,1785385746.8520973,root1,10.1.0.1,3,0,0,1,0,0,0,0,0,7,0,11,1
l2_learn,1785385746.875065,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,3,0,5,2
l2_learn,1785385755.0318425,isp_gw,10.2.0.1,3,0,1,2,0,0,0,0,0,4,0,10,3
l2_learn,1785385755.1057274,root1,10.1.0.1,3,0,0,3,0,0,0,0,0,8,0,14,3
l2_learn,1785385755.1478035,home1,10.9.0.1,0,0,0,0,0,0,0,0,0,2,0,2,0
l2_learn,1785385763.1504104,home2,10.9.0.2,0,0,0,3,0,0,0,0,0,2,0,5,3
l2_learn,1785385763.1544108,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,5,0,11,3
l2_learn,1785385763.1569693,corp2,10.7.0.2,0,0,0,2,0,0,0,0,0,10,0,12,2
l2_learn,1785385771.163953,corp1,10.7.0.1,0,0,0,2,0,0,0,0,0,4,0,6,2
l2_learn,1785385771.1655822,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,6,0,11,2
l2_learn,1785385780.402347,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,7,0,12,2
l2_learn,1785385780.406726,cdn2,10.4.0.2,3,0,0,2,0,0,0,0,0,5,0,10,2
l2_learn,1785385780.4118094,corp2,10.7.0.2,0,0,0,4,0,0,0,0,0,5,0,9,4
l2_learn,1785385788.5700126,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
l2_learn,1785385788.5954764,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,4,0,9,2
l2_learn,1785385788.623618,home1,10.9.0.1,0,0,0,1,0,0,0,0,0,0,0,1,1
l2_learn,1785385800.0920837,origin,10.5.0.1,3,0,0,3,0,0,0,0,0,2,0,8,3
l2_learn,1785385800.379166,isp_gw,10.2.0.1,3,0,0,3,0,0,0,0,0,7,0,13,3
l2_learn,1785385801.64442,home2,10.9.0.2,0,0,0,2,0,0,0,0,0,4,0,6,2
l2_learn,1785385809.678788,origin,10.5.0.1,3,0,0,2,0,0,0,0,0,1,0,6,2
l2_learn,1785385809.6827123,mob2,10.8.0.2,0,0,0,0,0,0,0,0,0,4,0,4,0
l2_learn,1785385809.7147503,mob1,10.8.0.1,0,0,0,0,0,0,0,0,0,3,0,3,0
l2_learn,1785385809.7221231,isp_gw,10.2.0.1,3,0,0,2,0,0,0,0,0,8,0,13,2
